Module	A1_S1_interleaved_Abundance-RPKs	M9_S28_interleaved_Abundance-RPKs	A12_S12_interleaved_Abundance-RPKs	B6_S18_interleaved_Abundance-RPKs	C4_S28_interleaved_Abundance-RPKs	O5_S48_interleaved_Abundance-RPKs	I12_S108_interleaved_Abundance-RPKs	E2_S50_interleaved_Abundance-RPKs	G6_S78_interleaved_Abundance-RPKs	G8_S80_interleaved_Abundance-RPKs	U5_S120_interleaved_Abundance-RPKs	F8_S68_interleaved_Abundance-RPKs	P5_S60_interleaved_Abundance-RPKs	k4_S124_interleaved_Abundance-RPKs	M1_S20_interleaved_Abundance-RPKs	O7_S50_interleaved_Abundance-RPKs	V3_S64_interleaved_Abundance-RPKs	D2_S38_interleaved_Abundance-RPKs	H6_S90_interleaved_Abundance-RPKs	A2_S2_interleaved_Abundance-RPKs	W12_S85_interleaved_Abundance-RPKs	N7_S38_interleaved_Abundance-RPKs	J3_S111_interleaved_Abundance-RPKs	W2_S75_interleaved_Abundance-RPKs	D12_S48_interleaved_Abundance-RPKs	F11_S71_interleaved_Abundance-RPKs	C10_S34_interleaved_Abundance-RPKs	O10_S53_interleaved_Abundance-RPKs	V10_S71_interleaved_Abundance-RPKs	H5_S89_interleaved_Abundance-RPKs	B8_S20_interleaved_Abundance-RPKs	Q3_S70_interleaved_Abundance-RPKs	S7_S98_interleaved_Abundance-RPKs	D4_S40_interleaved_Abundance-RPKs	R1_S80_interleaved_Abundance-RPKs	A3_S3_interleaved_Abundance-RPKs	P3_S58_interleaved_Abundance-RPKs	R9_S88_interleaved_Abundance-RPKs	I3_S99_interleaved_Abundance-RPKs	Q1_S68_interleaved_Abundance-RPKs	C6_S30_interleaved_Abundance-RPKs	A11_S11_interleaved_Abundance-RPKs	H10_S94_interleaved_Abundance-RPKs	B5_S17_interleaved_Abundance-RPKs	M12_S31_interleaved_Abundance-RPKs	P2_S57_interleaved_Abundance-RPKs	E9_S57_interleaved_Abundance-RPKs	C5_S29_interleaved_Abundance-RPKs	J10_S118_interleaved_Abundance-RPKs	J6_S114_interleaved_Abundance-RPKs	U2_S117_interleaved_Abundance-RPKs	F9_S69_interleaved_Abundance-RPKs	P6_S61_interleaved_Abundance-RPKs	U4_S119_interleaved_Abundance-RPKs	M2_S21_interleaved_Abundance-RPKs	G9_S81_interleaved_Abundance-RPKs	O6_S49_interleaved_Abundance-RPKs	P12_S67_interleaved_Abundance-RPKs	E1_S49_interleaved_Abundance-RPKs	L2_S9_interleaved_Abundance-RPKs	G5_S77_interleaved_Abundance-RPKs	D1_S37_interleaved_Abundance-RPKs	V2_S63_interleaved_Abundance-RPKs	F1_S61_interleaved_Abundance-RPKs	N6_S37_interleaved_Abundance-RPKs	S9_S100_interleaved_Abundance-RPKs	W11_S84_interleaved_Abundance-RPKs	W1_S74_interleaved_Abundance-RPKs	L10_S17_interleaved_Abundance-RPKs	A5_S5_interleaved_Abundance-RPKs	B9_S21_interleaved_Abundance-RPKs	F10_S70_interleaved_Abundance-RPKs	k1_S121_interleaved_Abundance-RPKs	C11_S35_interleaved_Abundance-RPKs	H4_S88_interleaved_Abundance-RPKs	L3_S10_interleaved_Abundance-RPKs	D5_S41_interleaved_Abundance-RPKs	J9_S117_interleaved_Abundance-RPKs	J11_S119_interleaved_Abundance-RPKs	R12_S91_interleaved_Abundance-RPKs	T10_S113_interleaved_Abundance-RPKs	R2_S81_interleaved_Abundance-RPKs	J8_S116_interleaved_Abundance-RPKs	S6_S97_interleaved_Abundance-RPKs	Q2_S69_interleaved_Abundance-RPKs	U12_S54_interleaved_Abundance-RPKs	C2_S26_interleaved_Abundance-RPKs	O3_S46_interleaved_Abundance-RPKs	A10_S10_interleaved_Abundance-RPKs	B4_S16_interleaved_Abundance-RPKs	E4_S52_interleaved_Abundance-RPKs	Q5_S72_interleaved_Abundance-RPKs	G4_S76_interleaved_Abundance-RPKs	M3_S22_interleaved_Abundance-RPKs	J5_S113_interleaved_Abundance-RPKs	W4_S77_interleaved_Abundance-RPKs	N5_S36_interleaved_Abundance-RPKs	F2_S62_interleaved_Abundance-RPKs	A7_S7_interleaved_Abundance-RPKs	O12_S55_interleaved_Abundance-RPKs	V5_S66_interleaved_Abundance-RPKs	k6_S1_interleaved_Abundance-RPKs	N10_S41_interleaved_Abundance-RPKs	L11_S18_interleaved_Abundance-RPKs	L4_S11_interleaved_Abundance-RPKs	J2_S110_interleaved_Abundance-RPKs	C12_S36_interleaved_Abundance-RPKs	V12_S73_interleaved_Abundance-RPKs	E10_S58_interleaved_Abundance-RPKs	R11_S90_interleaved_Abundance-RPKs	R3_S82_interleaved_Abundance-RPKs	S5_S96_interleaved_Abundance-RPKs	S11_S102_interleaved_Abundance-RPKs	I1_S97_interleaved_Abundance-RPKs	S12_S103_interleaved_Abundance-RPKs	R4_S83_interleaved_Abundance-RPKs	G3_S75_interleaved_Abundance-RPKs	B3_S15_interleaved_Abundance-RPKs	T1_S104_interleaved_Abundance-RPKs	O4_S47_interleaved_Abundance-RPKs	C3_S27_interleaved_Abundance-RPKs	Q4_S71_interleaved_Abundance-RPKs	B10_S22_interleaved_Abundance-RPKs	A4_S4_interleaved_Abundance-RPKs	D3_S39_interleaved_Abundance-RPKs	E3_S51_interleaved_Abundance-RPKs	T3_S106_interleaved_Abundance-RPKs	M4_S23_interleaved_Abundance-RPKs	N4_S35_interleaved_Abundance-RPKs	F3_S63_interleaved_Abundance-RPKs	F12_S72_interleaved_Abundance-RPKs	V4_S65_interleaved_Abundance-RPKs	O11_S54_interleaved_Abundance-RPKs	T5_S108_interleaved_Abundance-RPKs	W3_S76_interleaved_Abundance-RPKs	L5_S12_interleaved_Abundance-RPKs	T4_S107_interleaved_Abundance-RPKs	T9_S112_interleaved_Abundance-RPKs	V11_S72_interleaved_Abundance-RPKs	T7_S110_interleaved_Abundance-RPKs	P4_S59_interleaved_Abundance-RPKs	H2_S86_interleaved_Abundance-RPKs	T6_S109_interleaved_Abundance-RPKs	R10_S89_interleaved_Abundance-RPKs	L12_S19_interleaved_Abundance-RPKs	Y4_S89_interleaved_Abundance-RPKs	T8_S111_interleaved_Abundance-RPKs	I2_S98_interleaved_Abundance-RPKs	S4_S95_interleaved_Abundance-RPKs	U9_S51_interleaved_Abundance-RPKs	L1_S8_interleaved_Abundance-RPKs	F4_S64_interleaved_Abundance-RPKs	R5_S84_interleaved_Abundance-RPKs	k12_S7_interleaved_Abundance-RPKs	E6_S54_interleaved_Abundance-RPKs	S3_S94_interleaved_Abundance-RPKs	G2_S74_interleaved_Abundance-RPKs	J7_S115_interleaved_Abundance-RPKs	D8_S44_interleaved_Abundance-RPKs	U3_S118_interleaved_Abundance-RPKs	Y3_S88_interleaved_Abundance-RPKs	B2_S14_interleaved_Abundance-RPKs	Q12_S79_interleaved_Abundance-RPKs	W7_S80_interleaved_Abundance-RPKs	O1_S44_interleaved_Abundance-RPKs	Q7_S74_interleaved_Abundance-RPKs	W6_S79_interleaved_Abundance-RPKs	B11_S23_interleaved_Abundance-RPKs	J1_S109_interleaved_Abundance-RPKs	M5_S24_interleaved_Abundance-RPKs	V8_S69_interleaved_Abundance-RPKs	N3_S34_interleaved_Abundance-RPKs	P9_S64_interleaved_Abundance-RPKs	k9_S4_interleaved_Abundance-RPKs	T2_S105_interleaved_Abundance-RPKs	H3_S55_interleaved_Abundance-RPKs	L6_S13_interleaved_Abundance-RPKs	S10_S101_interleaved_Abundance-RPKs	G11_S83_interleaved_Abundance-RPKs	N12_S43_interleaved_Abundance-RPKs	V9_S70_interleaved_Abundance-RPKs	U_2_7_S56_interleaved_Abundance-RPKs	k10_S5_interleaved_Abundance-RPKs	G1_S73_interleaved_Abundance-RPKs	S2_S93_interleaved_Abundance-RPKs	T11_S114_interleaved_Abundance-RPKs	C1_S25_interleaved_Abundance-RPKs	I11_S107_interleaved_Abundance-RPKs	O2_S45_interleaved_Abundance-RPKs	D9_S45_interleaved_Abundance-RPKs	R6_S85_interleaved_Abundance-RPKs	Y2_S87_interleaved_Abundance-RPKs	M6_S25_interleaved_Abundance-RPKs	Q6_S73_interleaved_Abundance-RPKs	E5_S53_interleaved_Abundance-RPKs	H1_S85_interleaved_Abundance-RPKs	k7_S2_interleaved_Abundance-RPKs	k5_S125_interleaved_Abundance-RPKs	J12_S120_interleaved_Abundance-RPKs	E12_S60_interleaved_Abundance-RPKs	J4_S112_interleaved_Abundance-RPKs	W5_S78_interleaved_Abundance-RPKs	U6_S121_interleaved_Abundance-RPKs	N2_S33_interleaved_Abundance-RPKs	B12_S24_interleaved_Abundance-RPKs	k3_S123_interleaved_Abundance-RPKs	F5_S65_interleaved_Abundance-RPKs	H9_S93_interleaved_Abundance-RPKs	V6_S67_interleaved_Abundance-RPKs	k2_S122_interleaved_Abundance-RPKs	k11_S6_interleaved_Abundance-RPKs	L7_S14_interleaved_Abundance-RPKs	E11_S59_interleaved_Abundance-RPKs	A8_S8_interleaved_Abundance-RPKs	B1_S13_interleaved_Abundance-RPKs	N11_S42_interleaved_Abundance-RPKs	G12_S84_interleaved_Abundance-RPKs	C9_S33_interleaved_Abundance-RPKs	Q9_S76_interleaved_Abundance-RPKs	S1_S92_interleaved_Abundance-RPKs	M7_S26_interleaved_Abundance-RPKs	A6_S6_interleaved_Abundance-RPKs	R7_S86_interleaved_Abundance-RPKs	U_2_12_S61_interleaved_Abundance-RPKs	Y1_S86_interleaved_Abundance-RPKs	P1_S56_interleaved_Abundance-RPKs	Q10_S77_interleaved_Abundance-RPKs	L9_S16_interleaved_Abundance-RPKs	H11_S95_interleaved_Abundance-RPKs	E8_S56_interleaved_Abundance-RPKs	I4_S100_interleaved_Abundance-RPKs	T12_S115_interleaved_Abundance-RPKs	O9_S52_interleaved_Abundance-RPKs	P11_S66_interleaved_Abundance-RPKs	N1_S32_interleaved_Abundance-RPKs	P7_S62_interleaved_Abundance-RPKs	M11_S30_interleaved_Abundance-RPKs	I10_S106_interleaved_Abundance-RPKs	F6_S66_interleaved_Abundance-RPKs	V1_S62_interleaved_Abundance-RPKs	W10_S83_interleaved_Abundance-RPKs	H8_S92_interleaved_Abundance-RPKs	W9_S82_interleaved_Abundance-RPKs	C8_S32_interleaved_Abundance-RPKs	D6_S42_interleaved_Abundance-RPKs	U1_S116_interleaved_Abundance-RPKs	D10_S46_interleaved_Abundance-RPKs	U_2_9_S58_interleaved_Abundance-RPKs	U11_S53_interleaved_Abundance-RPKs	E7_S55_interleaved_Abundance-RPKs	Q8_S75_interleaved_Abundance-RPKs	M8_S27_interleaved_Abundance-RPKs	Q11_S78_interleaved_Abundance-RPKs	I5_S101_interleaved_Abundance-RPKs	U_2_11_S60_interleaved_Abundance-RPKs	H12_S96_interleaved_Abundance-RPKs	L8_S15_interleaved_Abundance-RPKs	W8_S81_interleaved_Abundance-RPKs	U9_S122_interleaved_Abundance-RPKs	A9_S9_interleaved_Abundance-RPKs	O8_S51_interleaved_Abundance-RPKs	G7_S79_interleaved_Abundance-RPKs	M10_S29_interleaved_Abundance-RPKs	P10_S65_interleaved_Abundance-RPKs	H7_S91_interleaved_Abundance-RPKs	N8_S39_interleaved_Abundance-RPKs	V7_S68_interleaved_Abundance-RPKs	F7_S67_interleaved_Abundance-RPKs	P8_S63_interleaved_Abundance-RPKs	I9_S105_interleaved_Abundance-RPKs	U10_S123_interleaved_Abundance-RPKs	U_2_10_S59_interleaved_Abundance-RPKs	I8_S104_interleaved_Abundance-RPKs	U11_S124_interleaved_Abundance-RPKs	N9_S40_interleaved_Abundance-RPKs	k8_S3_interleaved_Abundance-RPKs	U12_S125_interleaved_Abundance-RPKs	I7_S103_interleaved_Abundance-RPKs	G10_S82_interleaved_Abundance-RPKs	D7_S43_interleaved_Abundance-RPKs	R8_S87_interleaved_Abundance-RPKs	B7_S19_interleaved_Abundance-RPKs	U_2_8_S57_interleaved_Abundance-RPKs	D11_S47_interleaved_Abundance-RPKs	U10_S52_interleaved_Abundance-RPKs	I6_S102_interleaved_Abundance-RPKs	C7_S31_interleaved_Abundance-RPKs	S8_S99_interleaved_Abundance-RPKs
MF0063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140.474	0	0	0	0	0	0	0	0	0	0	144.639	0	0	0	0	10.8365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86.3423	0	0	0	0	0	0	0	0	0	0	0	0	0	102.874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137.726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.3646	0	0	0	0	0	0	0	131.082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.9583	0	0	0	0	0	0	0	0	0	0	0
MF0020	0	698.051	341.701	411.7545	499.297	360.698	574.0145	264.2694	382.588	436.14	0	373.1855	324.2395	534.509	691.9495	393.337	97.93765	246.353	311.562	118.875	127.15135	378.808	306.36935	503.68	335.311	294.7965	300.707	248.9822	536.2835	566.3845	397.0685	526.6775	407.7055	355.129	225.1645	0	417.8565	575.792	264.9694	355.7595	264.153	330.769	468.179	405.0705	755.7275	355.311	273.703	457.257	377.175	572.893	0	370.066	500.276	0	621.603	518.003	335.1495	449.8385	353.6855	241.244	647.224	329.0215	552.2725	334.5895	272.421	512.055	0	570.0905	734.95	255.4215	333.7435	96.9469	582.0975	330.662	509.076	402.1455	347.791	578.1795	488.5825	369.294	208.72	308.0225	589.077	278.2995	463.498	458.102	358.3865	359.7545	325.769	444.849	401.886	443.777	603.4335	661.8605	483.412	399.361	337.4335	188.48535	287.2205	121.9783	590.194	329.978	444.16025	609.728	218.484	0	286.461	520.1335	217.983	405.2145	300.899	527.489	546.6345	373.6695	541.0535	251.6505	605.3955	417.4385	577.361	331.2655	545.127	549	287.7705	124.27365	297.642	299.7565	110.3255	623.773	405.7635	350.2635	411.753	90.96845	384.671	181.3671	341.6535	388.6505	142.50865	109.1969	178.1	156.31375	354.1695	121.94285	0	334.589	610.8845	0	0	456.98365	565.1155	509.044	649.946	338.433	345.1235	534.74	175.9728	571.522	545.428	583.8005	394.649	0	204.686	287.7795	344.0405	543.2695	625.9335	584.255	588.726	482.0795	458.14	596.2165	461.0325	334.4555	667.025	379.37	0	515.5885	303.2752	481.516	511.047	467.4815	562.622	128.8705	406.964	370.7225	462.2485	0	362.9315	519.6945	366.905	476.5135	551.9915	0	685.9115	613.4025	389.945	520.542	283.45	569.1805	569.3935	231.9265	413.32315	508.996	0	146.10405	319.7475	579.781	354.691	361.5275	537.355	536.665	532.2695	424.238	250.402	353.6915	449.078	488.4985	457.447	377.0995	677.1025	398.819	716.387	316.1845	515.843	334.9605	119.04835	315.088	173.83675	406.764	514.121	307.1405	425.251	0	423.635	384.398	623.7315	614.4725	681.8675	527.4665	0	401.8195	564.804	346.1095	568.6865	360.884	0	0	259.1805	270.178	527.538	248.3905	534.9745	706.1575	242.064	453.407	578.311	409.066	450.6685	270.5585	555.2215	321.579	333.9075	353.947	682.1595	387.48625	356.953	609.5825	296.667	360.223	577.0015	531.5015	317.6715	359.631	428.524	495.5515	471.5295	413.6065	435.0515	574.668	375.264	404.833	633.5195	307.4445	310.3735	348.637	284.3995	400.53555	309.5615	578.5235
MF0061	0	320.545	334.527	267.356	380.492	170.944	311.607	204.14	310.662	361.668	0	279.581	316.346	286.771	398.463	359.858	351.369	367.323	290.539	90.6864	79.138	247.692	38.8953	311.323	252.326	265.568	376.14	44.7931	362.421	350.287	484.062	334.486	444.176	309.611	0	0	0	333.23	212.564	161.622	315.863	341.344	175.794	296.823	392.25	318.283	0	360.088	302.43	328.025	218.389	275.638	278.798	0	229.536	406.493	418.869	216.518	298.366	0	377.076	368.075	280.146	365.559	292.159	453.387	0	337.284	340.75	271.037	327.353	324.985	324.083	0	335.525	0	445.443	377.426	303.791	278.946	274.834	0	380.767	324.999	201.072	312.155	293.852	250.633	364.397	248.283	304.017	215.227	288.93	260.875	240.804	347.595	295.767	199.159	340.653	67.4623	361.043	0	46.7989	406.913	0	0	398.127	259.807	141.862	220.964	0	359.879	358.978	195.323	319.141	0	361.203	251.138	352.594	270.629	394.311	187.293	317.611	34.7555	359.863	255.775	0	152.628	331.817	249.969	230.688	415.259	251.105	0	249.081	0	0	12.1574	537.193	47.9222	281.773	108.278	0	239.675	295.727	0	0	46.9848	356.343	326.643	331.869	315.006	0	304.399	0	323.97	254.833	370.255	147.396	0	269.844	224.797	0	368.677	268.038	343.855	361.349	0	427.743	189.082	387.372	308.901	334.718	0	0	298.059	27.6637	152.416	334.225	155.012	389.406	0	245.263	353.521	285.059	0	341.503	328.129	395.75	320.815	272.348	0	404.738	363.443	362.371	338.448	0	313.028	354.436	0	83.5368	294.041	0	121.547	403.998	251.817	280.156	0	323.671	309.314	244.567	104.873	0	376.71	422.852	196.254	340.031	0	375.133	295.78	315.412	450.018	306.987	404.135	0	194.715	0	123.317	247.442	0	85.4906	0	309.739	144.91	341.005	345.765	404.564	327.136	5.26385	201.109	305.329	329.866	318.553	428.227	0	0	0	0	326.624	0	275.742	354.398	0	136.362	320.13	231.031	143.98	436.457	346.673	366.064	370.777	307.66	396.056	43.7809	0	276.661	375.906	269.645	415.678	207.884	242.596	0	124.476	299.936	209.138	0	328.592	297.406	276.812	264.599	338.12	323.461	0	198.942	276.522	31.0613	0	517.214
MF0060	0	0	0	0	101.353	207.037	0	105.547	250.929	242.167	0	274.35	316.346	0	0	323.952	0	364.34	0	0	0	210.901	0	55.8507	252.326	265.568	0	0	0	0	341.797	0	126.724	309.611	29.989	0	285.654	0	0	0	0	0	0	296.823	0	0	338.252	82.14	0	66.5314	0	0	0	0	0	129.716	376.919	0	298.366	260.661	0	368.075	0	365.559	292.159	65.0677	0	48.2496	0	0	0	159.781	56.3369	0	0	337.462	445.443	0	0	278.946	0	289.228	63.8011	148.941	0	162.276	213.223	306.365	0	229.393	304.017	0	0	0	0	0	295.767	118.119	0	0	0	466.08	16.3704	0	332.106	0	398.127	69.099	0	220.964	274.563	0	0	0	0	237.698	0	251.138	0	320.178	116.932	0	0	0	359.863	255.775	155.599	0	331.817	0	230.688	0	0	126.736	53.5779	375.144	109.48	0	0	0	281.773	0	0	239.675	0	0	0	0	0	117.579	36.663	0	229.885	0	91.4376	0	0	0	24.7918	0	0	89.9933	52.6879	0	22.4471	0	0	0	0	0	0	0	0	311.466	36.1223	0	0	0	0	0	37.0315	0	57.258	353.521	0	0	380.136	0	395.75	66.9496	0	0	0	0	362.371	107.783	0	0	0	0	0	0	0	66.4278	403.998	0	280.156	0	0	0	51.7169	0	0	376.71	0	0	166.693	482.685	0	295.78	0	336.639	0	0	0	0	32.9668	9.05289	0	319.974	0	0	292.126	0	0	0	0	0	0	0	0	0	0	448.787	0	0	0	406.409	78.9742	224.01	0	0	109.189	0	0	0	10.0089	0	121.468	366.064	363.725	186.441	0	0	0	47.5666	76.6084	0	37.1407	0	96.9785	354.598	0	85.1811	0	0	179.923	0	100.977	108.163	0	0	281.024	0	85.712	0	422.472	83.605
MF0028	0	0	0	0	0	0	0	23.0553	6.06542	4.19204	399.266	5.91078	0	51.695	0	0	216.708	0	0	0	0	1.9261	0	0	0	0	0	0	0	0	0	37.6335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.96277	0	0	0	0	0	0	91.9179	0	0	0	0	8.88229	0	0	0	0	0	86.6434	0	0	0	1.75196	6.28642	0	0	0	0	0	10.8898	2.15969	0	0	0	0	14.0308	0	0	5.65227	0	0	0	0	0	0	0	0	0	0	0	0	1.12488	0	0	0	0	0	0	0	0.767437	0	0	0	0	0	0	0	0	0	341.636	0	0	0	0	0	0	0	0	0	71.1557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34.2252	0	0	0	91.3524	0	0	37.757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.80273	0	0	0	0	16.8063	0	0	0	0	0	0	0	9.31326	0	0	0	0	0	0	174.42	0	0	0	0	0	0	0	0	1.15405	0	0	0	0	0	0	2.09804	8.39667	3.36732	2.84022	0	0	0	0	0	15.4193	0	0	0	0	0	42.2878	0	0	208.585	0	0	0	0	0	0	0	0	0	0	0	0	58.0322	0	0	8.0856	0	0	6.82073	0	52.9105	0	0	0	0	0	40.0711	0	0	0
MF0069	0	0	0	0	0	0	0	0	0	0	0	0	0	3.58917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.3575	0	0	0	0	8.7686	0	0	0	0	0	14.2295	0	0	0	0	3.89141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91.4772	0	0	0	0	0	0	0	0	0	0	0	0	0	91.3479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.7752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.57917	0	0	0	0	0	0	0	168.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.13422	0	0	0	0	0	0	0	0	0	0	0
MF0025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65654	0	0	0	0	0	0	0	0	0	0	7.06781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.62809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MF0026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99.151915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109.509675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102.938555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132.89856	0	0	0	64.881535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83.47282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169.33247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.9475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189.754185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100.54147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109.82077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MF0067	0	0	0	0	0	391.867	0	432.454	249.176	0	0	180.44	316.346	0	0	0	0	0	0	0	0	0	0	0	252.326	265.568	0	0	0	0	0	0	299.236	0	0	0	0	0	0	0	0	0	0	231.084	0	0	338.252	0	0	0	0	0	0	0	0	0	0	0	0	369.226	0	0	0	365.559	0	162.539	0	0	0	260.374	0	529.524	0	0	195.297	337.462	0	0	0	0	234.757	0	0	153.509	0	207.878	0	283.889	0	172.819	304.017	0	0	0	0	0	0	302.948	0	0	0	0	0	0	334.246	0	0	0	141.862	220.964	274.563	0	0	0	0	0	0	203.284	0	249.84	0	0	0	0	0	0	212.785	0	315.253	249.969	230.688	0	0	0	0	375.144	0	0	0	0	281.773	170.726	0	239.675	0	0	0	0	0	0	0	315.006	0	0	255.085	0	0	0	503.403	0	208.473	212.296	85.1711	0	0	0	0	0	0	0	0	308.901	0	0	328.667	0	0	0	0	0	0	0	0	353.521	0	0	0	0	0	237.266	0	0	0	0	0	0	0	0	0	349.817	0	0	0	305.678	0	0	0	0	0	0	0	0	266.246	0	0	0	195.848	0	0	295.78	0	0	0	0	0	0	292.413	0	0	319.974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406.409	0	224.01	0	0	179.87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268.295	0	0	165.767	354.598	0	0	0	0	216.347	0	0	420.985	0	0	0	0	0	0	0	95.4237
MF0023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.9996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.3094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
