Module	FS06_2016_S5_interleaved_Abundance-RPKs	FS25_2017_S56_interleaved_Abundance-RPKs	FS09_2016_S8_interleaved_Abundance-RPKs	FS34_2017_S27_interleaved_Abundance-RPKs	FS44_2017_S37_interleaved_Abundance-RPKs	FS54_2017_S47_interleaved_Abundance-RPKs	FS12_2016_S11_interleaved_Abundance-RPKs	FS62_2017_S55_interleaved_Abundance-RPKs	FS23_2017_S17_interleaved_Abundance-RPKs	FS39_2017_S32_interleaved_Abundance-RPKs	FS45_2017_S38_interleaved_Abundance-RPKs	FS07_2016_S6_interleaved_Abundance-RPKs	FS30_2017_S23_interleaved_Abundance-RPKs	FS13_2016_S12_interleaved_Abundance-RPKs	FS52_2017_S44_interleaved_Abundance-RPKs	FS50_2017_S43_interleaved_Abundance-RPKs	FS10_2016_S9_interleaved_Abundance-RPKs	FS17_2017_S14_interleaved_Abundance-RPKs	FS19_2017_S15_interleaved_Abundance-RPKs	FS33_2017_S26_interleaved_Abundance-RPKs	FS27_2017_S20_interleaved_Abundance-RPKs	FS53_2017_S46_interleaved_Abundance-RPKs	FS59_2017_S52_interleaved_Abundance-RPKs	FS51_2017_S45_interleaved_Abundance-RPKs	FS36_2017_S29_interleaved_Abundance-RPKs	FS46_2017_S39_interleaved_Abundance-RPKs	FS31_2017_S24_interleaved_Abundance-RPKs	FS41_2017_S34_interleaved_Abundance-RPKs	FS0A_2017_S57_interleaved_Abundance-RPKs	FS56_2017_S49_interleaved_Abundance-RPKs	FS22_2017_S16_interleaved_Abundance-RPKs	FS61_2017_S54_interleaved_Abundance-RPKs	FS47_2017_S40_interleaved_Abundance-RPKs	FS57_2017_S50_interleaved_Abundance-RPKs	FS05_2016_S4_interleaved_Abundance-RPKs	FS48_2017_S41_interleaved_Abundance-RPKs	FS58_2017_S51_interleaved_Abundance-RPKs	FS28_2017_S21_interleaved_Abundance-RPKs	FS01_2016_S1_interleaved_Abundance-RPKs	FS08_2016_S7_interleaved_Abundance-RPKs	FS32_2017_S25_interleaved_Abundance-RPKs	FS38_2017_S31_interleaved_Abundance-RPKs	FS42_2017_S35_interleaved_Abundance-RPKs	FS29_2017_S22_interleaved_Abundance-RPKs	FS35_2017_S28_interleaved_Abundance-RPKs	FS55_2017_S48_interleaved_Abundance-RPKs	FS02_2016_S2_interleaved_Abundance-RPKs	FS16_2017_S13_interleaved_Abundance-RPKs	FS40_2017_S33_interleaved_Abundance-RPKs	FS60_2017_S53_interleaved_Abundance-RPKs	FS37_2017_S30_interleaved_Abundance-RPKs	FS43_2017_S36_interleaved_Abundance-RPKs	FS0B_2017_S58_interleaved_Abundance-RPKs	FS24_2017_S18_interleaved_Abundance-RPKs	FS26_2017_S19_interleaved_Abundance-RPKs	FS49_2017_S42_interleaved_Abundance-RPKs	FS11_2016_S10_interleaved_Abundance-RPKs
MF0037	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.02652	43.715199999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.477349999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MF0078	0.0	0.0	23.4461	0.0	0.0	5.59579	0.0	0.0	3.70809	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.6414	31.702	2.22004	0.0	0.0	0.0	0.0	60.9273	0.0	0.0	0.0	0.0	156.751	0.0	0.0	9.97403	0.0	11.3013	0.0	0.0	2.7686	4.9979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.7379	0.0	0.0	0.0	0.0
MF0034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.7972	53.2851	21.4895	25.8216	1.6648	4.35335	39.9122	85.389	0.0	0.0	7.11594	0.0	0.0	22.9878	0.0	1.65956	0.0	0.0	80.1599	0.0	11.0994	10.6389	0.0	0.0	50.5951	6.27225	8.5713	49.3785	63.2712	2.15737	2.46116	10.0728	0.0	0.0	0.0	40.5258	0.0	4.63588	15.8522	176.888	0.0	0.0	0.0	0.0	2.52566	0.0	0.0	49.7764	15.8936
MF0035	0.0	0.0	81.0883	0.0	42.0512	19.9491	0.0	0.0	25.264	0.0	57.0002	0.0	38.8493	255.248	38.8486	17.8236	324.907	51.3185	171.133	112.001	0.0	12.6502	31.2561	244.524	0.0	0.0	79.4363	240.451	77.9655	141.638	0.0	13.0312	0.0	60.6664	0.0	0.0	166.719	63.0034	76.8425	0.0	9.1932	0.0	0.0	0.0	0.0	282.338	0.0	30.7418	29.3002	0.0	0.0	0.0	47.7065	27.7204	0.0	16.376	140.408
MF0079	0.0	0.0	34.5477	0.0	24.2625	19.3135	0.0	0.0	0.0	1.53762	37.188	0.0	35.4411	148.883	45.8146	11.6889	394.487	7.86022	101.603	56.4949	3.09927	18.1304	18.8915	251.926	0.0	0.0	12.3754	183.729	22.2428	71.7382	0.0	15.3339	0.0	55.2835	0.0	0.0	84.2125	40.2252	25.3923	0.0	72.8621	0.0	0.0	0.0	0.0	33.2374	0.0	10.4664	19.8991	0.0	0.0	14.9602	43.6144	24.3755	0.0	18.0225	144.414
MF0076	0.0	0.0	24.383000000000003	0.0	25.043615000000003	3.1133800000000003	0.0	0.0	0.0	0.0	37.194855000000004	0.0	28.20205	157.02496	6.7603100000000005	4.3892500000000005	34.58785	43.4951	158.83100000000002	98.80435	0.0	5.13099	62.00425	56.8994	0.0	0.0	81.82965	0.0	107.06725	164.86351	0.0	21.22775	7.057875	8.310595	161.4615	0.0	117.773	38.77005	32.19987	0.0	47.750150000000005	0.0	0.0	24.096955	0.0	0.0	31.733649999999997	147.4821	141.87535	0.0	0.0	0.0	44.5225	55.49901	0.0	3.364625	163.80415
MF0033	0.0	0.0	77.75370000000001	405.13945	53.831149999999994	14.624115	0.0	0.0	215.379365	86.21398	56.82555	0.0	102.18750000000001	376.96450000000004	79.29508999999999	89.52573000000001	278.3065	51.9595	128.9419	160.1035	0.0	74.45102500000002	109.8626	202.203	0.0	0.0	20.211	486.35849999999994	104.519	197.883	0.0	7.852105	0.0	61.011300000000006	0.0	0.0	278.62350000000004	151.90750000000003	95.43834999999999	0.0	96.2733	0.0	0.0	0.0	0.0	189.3258	0.0	0.0	132.3423	0.0	0.0	153.9907	35.0418	244.878645	0.0	37.4863	255.25900000000001
MF0077	0.0	0.0	3.394833333333333	0.0	0.0	6.688433333333333	0.0	0.0	0.0	0.0	0.0	0.0	12.398233333333332	24.19173333333333	10.293533333333334	3.7685999999999997	241.88400000000001	0.4538	29.2297	42.59598666666667	0.0	5.333633333333334	13.6484	91.85433333333333	0.0	0.0	7.394066666666667	0.0	20.941066666666668	0.0	0.0	3.5380333333333334	0.0	22.0795	0.0	0.6414233333333333	30.3062	10.756300000000001	0.0	0.0	65.4712	0.0	0.0	0.3548766666666667	0.0	0.0	0.0	14.201633333333334	0.0	0.0	0.0	0.0	12.3966	0.3099446666666667	0.0	0.0	12.870633333333332
MF0029	0.0	3.88642	14.0841	7.9475	17.3856	12.6199	0.0	0.0	4.45769	2.27191	12.1882	54.7002	48.5345	129.463	78.1807	21.332	348.596	56.7969	14.7059	36.4821	13.3774	21.2639	48.5848	256.162	0.0	10.584	14.7841	0.0	37.6008	2.44859	29.2023	23.1117	8.7705	66.7349	273.931	5.74008	169.901	76.5182	0.0	0.0	68.2078	0.0	1.52753	69.0896	0.0	0.0	70.9816	12.4151	3.85088	84.0689	0.0	8.11491	31.2025	201.78	0.0	12.516	5.54254
MF0085	0.0	0.0	18.9612075	0.0	16.7532	6.385175	0.0	0.0	16.0579	0.5168525	20.011899999999997	0.0	21.34115	82.61955	2.9754375	3.406385	180.18829999999997	12.78345	56.256550000000004	100.2614	0.0	4.2518575	17.298994999999998	96.30045	0.0	9.133624999999999	6.07294	102.7255	35.563375	37.07265	0.0	6.010985	0.0	17.1054	0.0	0.33032	25.5	16.822475	17.371725	0.0	39.22895	18.7994	0.0	0.0	719.7645	29.9842	0.0	23.6479275	15.93595	965.41075	833.9145	13.9372	9.09356	29.094925	0.0	0.9023425	193.07625000000002
MF0041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.8673	35.42865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MF0086	11.3078	519.17592	36.23515	312.2733	10.897485	410.7948	327.9495	3.58024	136.3844	134.52075	11.8599	183.2116	56.325500000000005	155.24349999999998	212.1304	208.16750000000002	314.235	43.40065	132.6135	111.63669999999999	281.09815	142.3115	141.822	282.9515	347.82352000000003	24.288800000000002	82.1473	45.14615	68.5806	89.1046	61.55585	23.0373	144.1599	148.7214	192.684	139.6089	202.60399999999998	108.98275	23.7669	150.1083	84.944	295.90871500000003	502.86219	154.6515	371.366815	220.89245	130.0054	256.204185	82.51805	521.51	452.12	450.04935	38.39785	192.313	3.10452	94.61975	167.0035
MF0042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.4094	0.0	0.0	2.18705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.28788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MF0040	0.0	0.0	42.355	9.05135	22.0869	10.6022	1.328225	0.0	0.0	0.0	20.478	0.0	27.2115	107.666	14.0847	3.20667	211.805	32.0775	118.022	89.7343	0.0	10.255	13.3779	151.978	0.0	0.0	87.07475	173.077	18.0468	57.5647	0.0	1.20515	0.0	25.9066	0.0	1.53172	38.90735	17.9368	23.6492	0.0	16.51135	0.0	0.0	0.0	0.0	0.0	0.0	48.22385	14.3072	0.0	0.0	10.7465	14.62945	11.7793	0.0	11.8754	226.175
MF0084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.853	0.0	0.0	0.0	0.0	0.865087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.683	0.0	0.0	0.0	126.736
MF0082	0.0	0.0	23.011	0.0	0.0	11.118799999999998	0.0	0.0	0.0	0.0	0.0	0.0	21.830264999999997	58.496205	31.64365	11.19135	248.182	0.0	89.5729	84.55510000000001	0.0	26.829345	0.0	204.132	0.0	0.0	0.0	0.0	42.46895	0.0	0.0	0.0	0.0	34.31785	0.0	0.0	56.685	0.0	0.0	0.0	20.53421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.48135	10.129455	0.0	0.0	85.4191
MF0080	0.0	0.0	1.697695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.5371500000000005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.807795	0.0	0.0	0.0	0.0	18.782784999999997	0.0	2.6745599999999996	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MF0005	0.0	101.495	0.0	0.0	0.0	10.9355	0.0	7.35878	193.127	0.0	0.0	0.0	32.4508	0.0	0.0	0.0	0.0	31.6412	32.371	51.7581	13.5853	53.6737	18.2089	132.25	40.5913	0.0	0.0	0.0	0.0	0.0	0.0	4.00156	0.0	14.0481	54.7635	0.0	109.731	107.136	0.0	0.0	0.0	6.98371	0.0	0.0	0.0	0.0	4.89346	157.652	0.0	0.0	28.4836	0.0	38.5352	32.3003	0.0	0.0	0.0
MF0049	0.0	573.1315	51.797650000000004	0.0	0.0	32.209	323.2555	0.0	52.7285	0.0	0.0	0.0	53.6487	285.45050000000003	93.33365	32.771550000000005	595.9205	27.361694999999997	121.09435	156.55245	7.24281	81.2422	36.7492	445.328	318.7935	0.0	84.4467	148.776175	160.8075	112.39506499999999	0.0	24.719335	0.0	94.2449	123.7073	0.0	110.42415	36.179	27.287195	45.911485	113.70895	291.58849999999995	514.364	26.078770000000002	0.0	0.0	0.0	97.7371	0.0	0.0	364.990885	470.688	68.48955000000001	105.92929999999998	0.0	10.61094	0.0
MF0006	0.0	30.0749	35.3614	763.133	12.289	36.3278	0.0	23.9601	655.237	204.331	10.1272	83.0005	97.9994	25.5319	123.084	112.046	7.74602	114.605	65.323	106.207	169.847	82.1308	72.4077	99.5256	73.6193	15.6698	18.05	51.4914	77.6506	15.6097	177.888	57.0805	79.5315	97.9359	281.68	110.342	196.319	362.126	35.2517	309.005	15.6279	105.665	7.81	94.2787	29.2039	16.3906	106.058	7.3529	159.356	6.27903	94.3425	0.0	38.1753	48.7761	9.925	49.1577	54.4993
MF0003	0.0	0.0	31.759149999999998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.5059625	0.0	38.53916	0.0	0.0	13.190975	25.030250000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.3536	0.0	6.70212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MF0047	0.0	0.0	63.661199999999994	0.0	30.242399999999996	16.78575	0.0	0.0	0.0	7.674675000000001	31.07775	53.1242	12.2336	184.5475	60.69884999999999	16.96085	236.368	23.35826	60.141099999999994	73.67175	156.163	12.2758	21.453	244.2635	0.0	0.0	73.4317	105.39405	30.094549999999998	88.87485000000001	15.1436	325.6945	2.3812800000000003	45.2203	25.9867	0.0	50.14595	36.48615	81.44125	11.707899999999999	179.524	0.0	0.0	0.0	0.0	35.521950000000004	2.477445	105.0343	6.84091	0.0	0.0	0.0	27.0178	103.49374999999999	0.0	0.0	6.8938500000000005
MF0004	0.0	0.0	27.9136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.8154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.9607	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MF0048	0.0	0.0	88.5759	308.102	28.9996	709.054	5.09882	2.92241	58.7021	4.04122	22.5851	6.15196	34.8676	273.878	36.3667	34.9056	184.362	25.344	157.196	147.92	14.1274	16.0034	110.615	358.254	4.2824	12.793	39.6798	223.339	261.792	129.506	24.4317	9.35246	7.48199	102.201	12.7841	6.79276	154.739	54.167	18.0813	3.02023	56.6863	2.42145	1.72824	3.91282	2.15624	0.0	26.44	659.791	138.556	1.12135	9.54903	12.4438	99.3413	406.515	0.0	15.9802	287.554
MF0001	0.0	538.821	25.7168	62.0843	4.39069	6.48234	303.858	5.68942	132.253	202.954	1.9517	56.0586	28.3615	12.8288	147.309	233.108	274.559	11.7798	4.95499	7.53598	163.504	63.0653	40.4953	43.1438	219.024	0.0	5.28615	8.37145	11.3131	5.01736	28.3012	11.5483	140.82	21.2347	84.6237	156.226	151.857	71.0295	41.7068	34.7868	3.3477	163.981	595.861	25.8832	7.0076	20.3614	52.4987	10.7542	8.11685	3.26852	19.6194	442.122	7.11642	66.4091	3.16596	88.6805	30.2312
MF0045	0.0	0.0	54.58685	35.567	42.621365000000004	0.0	0.0	0.0	0.0	0.0	38.968545	0.0	6.6654	165.77429999999998	15.85927	0.0	160.1171	20.40295	20.897100000000002	6.878615	0.0	0.0	3.7281500000000003	148.09815	0.0	0.0	40.12765	313.154	68.07679999999999	127.75900000000001	0.0	191.96893	0.0	26.465690000000002	0.0	0.0	61.633860000000006	0.0	63.71255000000001	3.36061	46.9408	0.0	0.0	0.0	0.0	190.3231	0.0	0.0	42.2114	0.0	0.0	0.0	57.751650000000005	12.7404	0.0	1.713575	0.0
MF0089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4914425000000002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MF0002	0.0	7.32058	29.1373	98.5546	7.13025	12.5012	6.00291	4.58618	210.176	26.802	7.8935	84.7669	65.5349	24.5863	14.6034	47.3794	11.1254	28.7462	32.2985	73.4018	603.141	15.9634	92.6522	64.2018	14.1437	12.1832	15.3739	13.5686	9.57174	2.54736	80.2997	11.473	0.0	20.8759	17.2721	8.41079	403.626	173.833	28.7479	5.28689	72.9758	18.7421	3.49235	163.601	555.113	2.38883	203.577	563.398	9.90483	642.069	750.019	0.0	5.08836	266.062	0.0	1.58741	4.63861
MF0046	0.0	0.0	43.8799	35.1031	28.8517	14.342	0.0	0.0	71.7715	4.04712	23.7013	0.0	38.0643	175.264	7.74803	8.53295	43.8619	12.2171	165.384	105.1	0.0	8.59211	26.9769	159.055	6.44929	0.0	6.65572	220.664	255.006	71.327	10.3204	4.12233	0.0	30.6609	0.0	0.0	186.259	49.3813	79.7951	0.0	2.52577	0.0	0.0	4.58067	1.56322	0.0	0.0	43.7581	9.14249	0.946827	6.05129	0.0	75.9991	15.6435	0.0	0.0	353.36
MF0087	0.0	1.00582	38.4714	0.0	0.0	17.8183	0.0	0.0	0.0	0.0	0.0	0.0	38.7509	114.005	32.5862	14.3245	250.529	15.8673	146.484	92.2814	0.0	11.1579	34.216	234.734	0.0	0.0	10.1641	0.0	196.335	3.35228	0.0	10.5401	0.0	49.9154	0.0	0.0	85.1009	25.952	7.21166	0.0	68.4018	0.0	0.0	0.0	0.0	0.0	0.0	45.2391	5.80382	0.0	0.0	0.0	61.308	16.3217	0.0	2.70734	147.676
MF0043	0.0	0.0	5.5136400000000005	0.0	2.269375	0.0	0.0	0.0	0.0	0.0	11.7005	0.0	0.0	2.18065	0.0	0.0	0.0	2.4715	10.4633	0.0	0.0	0.0	0.0	5.745839999999999	0.0	0.0	82.32135	0.0	0.0	3.305745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6520349999999997	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MF0044	1.45317	700.877	40.6999	69.1651	31.8848	12.1745	393.706	7.57011	187.963	21.1725	48.5851	136.562	92.55	152.107	131.019	61.291	13.3494	46.0203	92.7493	130.971	42.9079	155.445	114.713	66.2092	388.898	24.0464	92.3623	200.244	199.99	117.119	96.5749	16.4997	76.4867	115.295	340.801	27.8664	242.274	123.999	37.8171	331.022	148.709	366.084	549.5	140.003	579.055	35.9067	142.547	187.984	9.65974	737.739	713.89	430.896	58.4475	240.707	8.48531	29.4415	95.3692
MF0088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.14726	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MF0052	0.0	0.0	4.64779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.611	0.0	0.0	0.0	20.5885	0.0	98.7498	57.3757	0.0	0.0	12.4985	70.0176	0.0	0.0	0.0	0.0	95.8016	0.0	0.0	9.61395	0.0	10.817	0.0	0.0	50.3441	22.9212	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.6832	8.17972	0.0	0.0	161.785
MF0096	0.0	0.0	38.9657	0.0	0.0	21.238525	0.0	0.0	0.0	0.0	0.0	0.0	19.857325000000003	116.09299999999999	41.0433	15.99737875	223.86576250000002	36.297462499999995	114.2906375	58.3989725	0.0	17.147914999999998	24.329155	246.08012499999998	0.0	0.0	39.69319	0.0	161.7511125	0.0	0.0	14.35405	0.0	50.5148375	0.0	0.0	127.1745	46.969224999999994	25.8676625	0.0	72.8532625	0.0	0.0	0.0	0.0	33.602725	0.0	87.6344375	126.95349999999999	0.0	0.0	0.0	49.4956	28.744950000000003	0.0	14.56981125	80.46584999999999
MF0053	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.957115	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MF0050	2.48187	311.158	46.9122	0.0	19.1046	407.09777	222.988	0.284085	16.7467	97.844	22.51755	161.448	124.82589999999999	148.334	206.16025000000002	171.99722	341.23249999999996	57.2693	112.6565	94.89824999999999	162.316	62.89107	84.11340000000001	281.385	163.5225	24.12275	38.855624999999996	119.244	134.38975	48.82291	76.5315	16.134050000000002	93.0315	98.5549	215.605	60.821	119.25765	81.542	50.342600000000004	129.01388	55.3361	166.141	331.4265	41.41775	0.0	25.145300000000002	164.953	205.53646	5.42485	0.0	0.0	316.651	62.5529	99.067	0.0	41.4675	56.17105
MF0094	0.0	0.0	1.5245	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4289	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.18636	0.0	0.0	0.0	0.0	27.9024	0.0	1.27242	0.0	0.0	1.46321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.06871	0.0	0.0	0.0	0.0
MF0051	0.0	0.0	28.556900000000002	0.0	41.81735	20.4739	0.0	1.93825	7.524184999999999	24.837237499999997	50.4327	6.818075	21.754725	221.39	53.00795	35.3198	302.447	39.304424999999995	43.5883	67.704775	0.0	18.02335	4.0122025	231.49650000000003	0.0	0.0	42.87172	215.065	141.64600000000002	115.096	0.0	15.48325	0.0	54.213899999999995	0.0	0.0	140.297	36.308350000000004	53.482475	8.769475	33.050125	0.0	0.0	8.31345	0.0	0.0	0.0	28.656875	13.57629	0.0	0.0	81.5644	58.1084	43.7951	1.302655	0.0	136.19549999999998
MF0092	1.72999	1021.2	46.7179	1111.69	69.3655	951.511	662.636	49.9711	1346.72	272.455	44.3915	384.703	432.446	283.038	393.837	292.802	328.552	150.8	72.9169	211.904	62.5909	580.076	219.011	218.276	844.704	139.48	46.0498	292.451	142.078	189.45	368.272	41.6596	240.565	464.855	757.578	180.497	659.055	888.593	91.7781	948.774	196.633	526.739	987.568	356.846	685.897	396.06	607.179	913.446	276.65	1051.32	866.771	926.468	37.1413	685.886	6.32895	125.995	155.952
MF0093	0.0	0.0	0.0	0.0	0.0	8.064985	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.88506999999999	32.18047	65.74319	25.519849999999998	0.0	0.0	0.0	0.0	14.946359999999999	0.0	81.41720000000001	0.0	0.0	0.0	0.0	52.213305	0.0	0.0	0.0	0.0	19.63655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.17475	0.0	0.0	0.0	0.0
MF0090	0.0	623.696	39.9508	0.0	0.0	805.498	445.976	0.0	50.3839	0.0	0.0	0.0	219.344	232.607	397.249	342.376	318.293	79.093	99.5446	85.218	20.8492	122.341	149.02	239.804	349.958	0.0	12.9834	0.0	112.233	2.29713	153.063	41.1133	186.063	171.808	431.21	0.0	199.179	136.063	86.1161	256.2	93.6789	332.282	662.853	82.8355	0.0	0.0	329.906	405.324	0.0	0.0	0.0	633.302	47.3291	198.134	0.0	82.935	86.6346
MF0091	0.0	0.0	52.650800000000004	0.0	58.6917	0.0	0.0	0.0	0.0	103.67609999999999	86.67875000000001	0.0	111.13505	193.19799999999998	0.0	0.0	0.0	40.34104000000001	57.11450000000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	351.438	341.249	0.0	216.82800000000003	0.0	344.705	0.0	0.0	0.0	0.0	101.16783000000001	0.0	127.23915	129.45226	65.571655	0.0	0.0	0.0	0.0	789.9969000000001	0.0	0.0	331.32759999999996	0.0	0.0	0.0	0.0	0.0	37.670165000000004	0.0	0.0
MF0016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	131.156	0.0	0.0	61.002	0.0	0.0	0.0	0.0	0.0	0.0	60.8083	0.0	0.0	0.0	0.0	140.124	0.0	0.0	9.01062	0.0	19.4895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.5871	0.0	0.0	0.0	0.0
MF0017	0.0	568.701	42.4591	437.997	20.6296	30.3682	0.0	0.0	255.562	148.792	27.7416	121.089	111.001	0.0	298.014	301.673	67.1673	69.9103	25.7236	64.4318	514.337	219.217	122.073	168.353	375.84	43.554	14.2801	42.3179	52.5771	12.7087	201.277	29.6029	166.155	188.17	425.138	139.451	248.795	148.583	0.0	481.953	52.3781	339.591	0.0	110.349	0.0	17.4575	245.699	375.17	94.2877	0.0	0.0	0.0	35.592	272.721	0.0	96.5249	61.0875
MF0014	0.0	0.0	36.387	0.0	0.0	34.0861	0.0	0.0	202.93525000000002	106.8586	0.0	106.16566	66.30895	131.12	153.08715	178.9658	250.9475	0.0	62.6078	46.2307	0.0	55.209450000000004	58.177899999999994	230.3175	0.0	0.0	0.0	0.0	89.3895	0.0	203.027	32.02745	118.13499999999999	76.61805	325.8705	71.81415	117.12535	144.0906	0.0	422.567	0.0	0.0	0.0	0.0	0.0	11.42126	146.44915	189.41118500000002	0.0	0.0	0.0	0.0	56.613600000000005	116.0966	0.0	46.4612	44.31315
MF0058	0.0	0.0	0.0	0.0	0.0	2.83864	0.0	0.0	0.0	0.0	0.0	0.0	5.36511	128.349	40.4547	7.58919	57.6923	22.4911	5.86394	3.06802	0.0	6.11658	3.19726	38.3132	0.0	0.0	0.0	0.0	166.279	0.0	0.0	17.6648	0.0	11.6687	0.0	0.0	103.9	21.3717	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.2516	8.74257	0.0	0.0	0.0
